nom_entreprise;adresse;ville;telephone;telephone_type;site_web;nom_dirigeant;confiance_dirigeant;taille_estimee;horaires_ouverture;creneaux_non_couverts;plainte_telephonique;citation_plainte_telephone;score;categorie_priorite;raison_commerciale;grappe;secteur
Restaurant Sumela 2;90 Av. de Claye, 77500 Chelles, France;Lagny-sur-Marne 77400;01 64 21 32 89;fixe;https://www.my-kebab.fr/kebabs/77108-chelles/fccgjjcefhjdbcbhdhh.htm;;;petite PME (probable);lundi: 11:00 – 23:00 | mardi: 11:00 – 23:00 | mercredi: 11:00 – 23:00 | jeudi: 11:00 – 23:00 | vendredi: 11:00 – 23:00 | samedi: 11:00 – 23:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Restaurant indépendant avec bon volume (5 avis positifs) et besoin urgent de gestion d'appels professionnelle : les incidents de service client (ton agressif, problèmes de paiement) révèlent une équipe sous-structurée ; Qalm AI automatiserait les réservations, qualifierait les demandes et déchargerait le personnel pour se concentrer sur la qualité. | Prise de RDV / Réservations (standard surchargé en rush/service) | Gros volume d'avis (511) → fort trafic d'appels | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Loisirs/résa;restaurant, brasserie, salle de sport, golf, bowling, traiteur
Nj beauté;22 Rue Pierre Mendès France, 77200 Torcy, France;Lagny-sur-Marne 77400;06 65 44 77 29;mobile;https://nj-beaute.fr/;Djahida Belbachir (belbachir);officielle;petite PME (probable);lundi: 10:00 – 18:30 | mardi: 10:00 – 18:30 | mercredi: Fermé | jeudi: 10:00 – 18:30 | vendredi: 10:00 – 18:30 | samedi: 10:00 – 17:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte demande de réservations (ongles, épilation, soins visage) ; Qalm AI optimiserait la gestion 24/7 des appels et prise de rendez-vous pour une esthéticienne solo débordée. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | Décideur identifié (Djahida Belbachir (belbachir)) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Les soins de kavi;2 Bis Av. Jacques Cartier, 77600 Bussy-Saint-Georges, France;Lagny-sur-Marne 77400;06 99 70 28 99;mobile;https://www.planity.com/les-soins-de-kavi-77600-bussy-saint-georges;Komalben Patel;officielle;petite PME (probable);lundi: 10:00 – 19:00 | mardi: 10:00 – 17:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 10:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte demande de réservations et gestion d'appels 24/7 ; Qalm AI optimiserait la prise de rendez-vous et la qualification des demandes de soins pour maximiser le taux de conversion client. | Prise de RDV / Réservations (standard surchargé en rush/service) | Volume d'avis solide (153) | Ligne mobile → décideur joignable en direct | Décideur identifié (Komalben Patel) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
At Jenny’s;10 Rue Edouard Buffard, 77144 Montévrain, France;Lagny-sur-Marne 77400;01 60 03 97 32;fixe;https://bio.site/atjennys;Jacqueline Chattou Coumbil;officielle;petite PME (probable);lundi: Fermé | mardi: 10:00 – 19:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 19:00 | samedi: 10:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte réputation (5 avis excellents) et flux de réservations régulier ; Qalm AI optimiserait la gestion 24/7 des appels de prise de rendez-vous et qualification des demandes pour éviter les surcharges téléphoniques en heures de pointe. | Prise de RDV / Réservations (standard surchargé en rush/service) | Décideur identifié (Jacqueline Chattou Coumbil) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Plume & Soi;27 Rue Gambetta, 77400 Thorigny-sur-Marne, France;Lagny-sur-Marne 77400;06 87 52 23 78;mobile;https://www.plumeetsoi.fr/;;;PME+;lundi: 09:00 – 19:00 | mardi: 09:00 – 17:30 | mercredi: 09:00 – 19:00 | jeudi: 09:00 – 13:00 | vendredi: 09:00 – 13:30, 17:00 – 19:00 | samedi: 09:00 – 18:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte demande de réservations (5 avis très positifs, taux de recommandation 100%) ; Qalm AI optimiserait la gestion des appels entrants et des prises de rendez-vous pour Marie, permettant de réduire les appels manqués et d'augmenter le taux de conversion client. | Prise de RDV / Réservations (standard surchargé en rush/service) | Ligne mobile → décideur joignable en direct | PME structurée (100-199) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Instant Bien-être (Bronzage, Soin esthétique, Massages, Onglerie, Cryolipolyse...);1 Bd Pierre Mendès France, 77600 Bussy-Saint-Georges, France;Lagny-sur-Marne 77400;01 64 77 21 29;fixe;https://www.treatwell.fr/salon/instant-bien-etre-bussy/;;;petite PME (probable);lundi: 10:00 – 20:00 | mardi: 10:00 – 20:00 | mercredi: 10:00 – 20:00 | jeudi: 10:00 – 20:00 | vendredi: 10:00 – 20:00 | samedi: 10:00 – 20:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant multi-services (esthétique, massages, onglerie, bronzage) avec forte demande de réservations et gestion d'appels 24/7 ; Qalm AI optimiserait la prise de rendez-vous et la qualification des demandes pour cette PME locale à fort potentiel de croissance. | Prise de RDV / Réservations (standard surchargé en rush/service) | Volume d'avis solide (297) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
SPA ÉVASION (anciennement Ambre Beauté);14 Av. du Général de Gaulle, 77600 Bussy-Saint-Georges, France;Lagny-sur-Marne 77400;01 64 77 20 46;fixe;https://www.planity.com/spa-evasion-anciennement-ambre-beaute-77600-bussy-saint-georges;Julie;haute (certifiée avis);petite PME (probable);lundi: 10:00 – 14:00 | mardi: 11:00 – 19:00 | mercredi: 10:00 – 20:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 20:00 | samedi: 09:00 – 16:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte activité de réservations et gestion de clientèle fidèle ; Qalm AI optimiserait la prise de rendez-vous 24/7 et améliorerait la relation client en déchargeant Julie des appels, réduisant les tensions relationnelles observées. | Prise de RDV / Réservations (standard surchargé en rush/service) | Volume d'avis solide (104) | Décideur identifié (Julie) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
ATELIER INSTITUT Nail Bar/Coiffeur;11 Pl. Fulgence Bienvenue, 77600 Bussy-Saint-Georges, France;Lagny-sur-Marne 77400;01 64 66 75 17;fixe;https://www.theatelierinstitut-bussy.fr/;;;petite PME (probable);lundi: 10:00 – 19:00 | mardi: 10:00 – 19:00 | mercredi: 10:00 – 19:00 | jeudi: 10:00 – 19:00 | vendredi: 10:00 – 20:00 | samedi: 10:00 – 19:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte demande de réservations (coiffure + ongles) et besoin de gestion 24/7 des appels clients ; Qalm AI optimiserait la prise de rendez-vous et réduirait les appels manqués pendant les services. | Prise de RDV / Réservations (standard surchargé en rush/service) | Gros volume d'avis (359) → fort trafic d'appels | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
L'Atelier du Sourcil - Chessy;7 bis Rue d'Ariane, 77700 Chessy, France;Lagny-sur-Marne 77400;01 85 84 01 58;fixe;https://www.atelierdusourcil.com/pages/trouvez-atelier-du-sourcil-le-plus-proche-de-chez-vous-prendre-rendez-vous?_gl=1*3j10wx*_up*MQ..*_ga*NDgyNTQ2MDEuMTcxNTYwMzczOQ..*_ga_97BN7HGWQP*MTcxNTYwMzczOC4xLjAuMTcxNTYwMzczOC4wLjAuMA..&mot-cl%C3%A9utm_source=google&utm_lieu=ADS-Chessy-77700#!/l/chessy/7-bis-rue-d-ariane/830392;;;petite PME (probable);lundi: 10:00 – 18:00 | mardi: 09:00 – 19:00 | mercredi: 09:00 – 19:00 | jeudi: 09:00 – 19:00 | vendredi: 09:00 – 19:00 | samedi: 09:00 – 17:00 | dimanche: Fermé;Fermé dimanche;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Institut de beauté indépendant avec forte demande de réservations et gestion de retards clients ; Qalm AI optimiserait la prise de rendez-vous 24/7 et éviterait les refus maladroits qui génèrent des avis négatifs comme observé ici. | Prise de RDV / Réservations (standard surchargé en rush/service) | Gros volume d'avis (745) → fort trafic d'appels | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé dimanche)";Beauté;institut de beauté, spa, massage
Centre essential Val d'Europe - chirurgie esthétique dermatologie laser épilatoire au Val d'Europe;24 Cr du Danube, 77700 Serris, France;Lagny-sur-Marne 77400;01 41 31 31 26;fixe;https://laser-esthetique-valdeurope.com/;;;petite PME (probable);lundi: 09:00 – 13:00, 14:00 – 19:00 | mardi: 09:00 – 13:00, 14:00 – 19:00 | mercredi: 08:00 – 13:00, 14:00 – 18:00 | jeudi: 09:00 – 13:00, 14:00 – 19:00 | vendredi: 09:00 – 13:00, 14:00 – 19:00 | samedi: Fermé | dimanche: Fermé;Fermé week-end;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Centre médical indépendant avec forte demande de réservations et consultations (chirurgie esthétique, dermatologie laser) ; gestion 24/7 des appels entrants et qualification des demandes critiques pour optimiser le taux de conversion et réduire les appels manqués, particulièrement face aux avis mitigés révélant des lacunes organisationnelles. | Prise de RDV / Réservations (standard surchargé en rush/service) | Gros volume d'avis (609) → fort trafic d'appels | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé week-end)";Beauté;institut de beauté, spa, massage
LN Automobile;26 Rue Eugène Varlin, 77410 Claye-Souilly, France;Lagny-sur-Marne 77400;06 42 06 69 07;mobile;https://www.lnautomobile.fr/;Nicolas Georges Paul Guerin;officielle;TPE;lundi: Ouvert 24h/24 | mardi: Ouvert 24h/24 | mercredi: Ouvert 24h/24 | jeudi: Ouvert 24h/24 | vendredi: Ouvert 24h/24 | samedi: Ouvert 24h/24 | dimanche: Ouvert 24h/24;Ouvert 24h/24;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Concessionnaire automobile indépendant avec forte réputation (5/5 avis) gérant ventes, reprises et démarches administratives ; Qalm AI optimiserait la qualification des demandes d'achat/reprise et la gestion des appels entrants 24/7 pour capitaliser sur ce positionnement premium. | Ligne mobile → décideur joignable en direct | Décideur identifié (Nicolas Georges Paul Guerin) | Créneaux critiques (Ouvert 24h/24)";Auto atelier;garage auto, carrosserie, contrôle technique, concessionnaire
Espace Et Verdure;2 All. des Rousselets, 77400 Thorigny-sur-Marne, France;Lagny-sur-Marne 77400;06 82 84 90 38;mobile;http://www.espace-et-verdure.fr/;Karim Madir;officielle;TPE;lundi: 08:00 – 18:00 | mardi: 08:00 – 18:00 | mercredi: 08:00 – 18:00 | jeudi: 08:00 – 18:00 | vendredi: 08:00 – 18:00 | samedi: Fermé | dimanche: Fermé;Fermé week-end;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Entreprise multi-services (paysagiste, pisciniste, climatisation) avec activités nécessitant réservations et devis ; besoin modéré de gestion d'appels mais base clientèle réduite (2 avis) limite la rentabilité immédiate de Qalm AI. | Ligne mobile → décideur joignable en direct | Décideur identifié (Karim Madir) | Créneaux critiques (Fermé week-end)";Artisan B2B;frigoriste, climatisation, pisciniste, paysagiste, auto-école
Des Racines & des Herbes;16 rue de la persévérance, 77144 Chalifert, France;Lagny-sur-Marne 77400;01 64 18 71 05;fixe;http://desracinesetdesherbes.fr/;Christophe Pierre Vincent Brossier;officielle;TPE;lundi: 08:00 – 12:00, 14:00 – 18:00 | mardi: 08:00 – 12:00, 14:00 – 18:00 | mercredi: 08:00 – 12:00, 14:00 – 18:00 | jeudi: 08:00 – 12:00, 14:00 – 18:00 | vendredi: 08:00 – 12:00, 14:00 – 18:00 | samedi: Fermé | dimanche: Fermé;Fermé week-end;non;;82;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Établissement multi-services (frigoriste, climatisation, pisciniste, paysagiste, auto-école) avec besoin probable de gestion d'appels et réservations 24/7 ; absence d'avis clients suggère une présence digitale faible et une opportunité de structurer la relation client via standard IA, mais manque de données de volume limite la certitude. | Décideur identifié (Christophe Pierre Vincent Brossier) | Créneaux critiques (Fermé week-end)";Artisan B2B;frigoriste, climatisation, pisciniste, paysagiste, auto-école
Pariest Automobiles;24 Av. Graham Bell Espace Vinci - Lot 18 A, 77600 Bussy-Saint-Georges, France;Lagny-sur-Marne 77400;01 60 36 78 57;fixe;http://www.pariestautomobiles.com/;Mahamadou Coulibaly (coulibaly);officielle;petite PME (probable);lundi: 08:00 – 12:00, 14:00 – 19:00 | mardi: 08:00 – 12:00, 14:00 – 19:00 | mercredi: 08:00 – 12:00, 14:00 – 19:00 | jeudi: 08:00 – 12:00, 14:00 – 19:00 | vendredi: 08:00 – 12:00, 14:00 – 19:00 | samedi: Fermé | dimanche: Fermé;Fermé week-end;non;;81;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Garage indépendant multi-services (carrosserie, pneus, entretien) avec forte réputation locale et flux de clients réguliers ; Qalm AI optimiserait la gestion des appels de réservation, devis et urgences mécaniques 24/7 pour éviter les appels manqués et améliorer la conversion. | Volume d'avis solide (122) | Décideur identifié (Mahamadou Coulibaly (coulibaly)) | PME structurée (petite PME (probable)) → budget solvable | Créneaux critiques (Fermé week-end)";Auto atelier;garage auto, carrosserie, contrôle technique, concessionnaire
ATOUT SERVICES;24 Av. Graham Bell, 77600 Bussy-Saint-Georges, France;Lagny-sur-Marne 77400;01 64 66 47 19;fixe;http://www.atout-services.com/;Genna;haute (certifiée avis);PME+;lundi: 10:00 – 12:00, 14:00 – 16:30 | mardi: 10:00 – 12:00, 14:00 – 16:30 | mercredi: 10:00 – 12:00, 14:00 – 16:30 | jeudi: 10:00 – 12:00, 14:00 – 16:30 | vendredi: Fermé | samedi: Fermé | dimanche: Fermé;Fermé week-end;non;;81;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Garage indépendant avec gestion de réservations et diagnostic client critique ; les avis révèlent des défaillances d'accueil téléphonique et de communication (« pas de rendez-vous disponible », « aucune explication ») que Qalm AI pourrait automatiser 24/7 pour qualifier les demandes et réduire les pertes commerciales. | Décideur identifié (Genna) | PME structurée (50-99) → budget solvable | Créneaux critiques (Fermé week-end)";Auto atelier;garage auto, carrosserie, contrôle technique, concessionnaire
Gondoire Automobile;58 Rte de Tournan, 77600 Conches-sur-Gondoire, France;Lagny-sur-Marne 77400;01 64 02 48 51;fixe;https://www.eurorepar.fr/garage-gondoire-automobile-conches-sur-gondoire-11234.html;Daniel Djuric;officielle;TPE;lundi: 08:30 – 12:00, 14:00 – 18:00 | mardi: 08:30 – 12:00, 14:00 – 18:00 | mercredi: 08:30 – 12:00, 14:00 – 18:00 | jeudi: 08:30 – 12:00, 14:00 – 18:00 | vendredi: Fermé | samedi: Fermé | dimanche: Fermé;Fermé week-end;non;;81;🔥 PRIORITÉ A — Très bon prospect Qalm;"🤖 IA: Garage indépendant avec forte réputation client et flux de réservations/demandes de devis ; Qalm AI optimiserait la gestion 24/7 des appels entrants, des prises de rendez-vous et de la qualification des demandes d'intervention sans surcharger l'équipe actuelle. | Décideur identifié (Daniel Djuric) | Créneaux critiques (Fermé week-end)";Auto atelier;garage auto, carrosserie, contrôle technique, concessionnaire
